SMILES,SMILES_state,Scaffold,R-groups,NLL
CCc1ccc(C(=N)NC(N)=O)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],*C|*C(=O)N,8.57
CC(=O)NC(=N)c1ccc(NC(=O)C(O)c2ccc(CC(N)=NCCCCN=C(N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(C)*|c1(C(O)C(=O)*)ccc(CC(=NCCCCN=C(N)N)N)cc1,32.39
COc1cc(OC(CCNCc2ccc(C(=N)NC(N)=O)cc2)Cc2cc(Br)c(OC(=O)NS(=O)(=O)c3cc(OC(C)C)cc(C)c3C)c(OC)c2CN)cc(CO)c1N,1,N(C(c1ccc(C[*])cc1)=N)[*],OCc1cc(OC(CCN*)Cc2cc(Br)c(OC(NS(=O)(c3c(C)c(C)cc(OC(C)C)c3)=O)=O)c(OC)c2CN)cc(OC)c1N|C(=O)(*)N,63.75
N=C(N)NCCCC(N)c1ccc(O)cc1,1,C(NC(=N)N)CCC([*])[*],c1(O)ccc(*)cc1|*N,8.24
CC(=O)Nc1ccc(C(=N)NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(C(*)=O)ccc1|O=C(C)*,9.35
COc1cc(C)c(S(=O)(=O)NCCOc2ccccc2NS(=O)(=O)NC(=N)c2ccc(CNc3ccc(S(=O)NCC(=O)O)c(N)c3)cc2)c(C)c1[N+](=O)[O-],1,N(C(c1ccc(C[*])cc1)=N)[*],N(*)c1cc(N)c(S(NCC(=O)O)=O)cc1|c1c(NS(*)(=O)=O)c(OCCNS(=O)(c2c(C)cc(OC)c([N+](=O)[O-])c2C)=O)ccc1,54.14
CC(N)=NCc1cccc(NC(=N)c2ccc(NC(=O)CC3NCCCSc4ccccc43)cc2)c1,1,[*]NC(c1ccc(N[*])cc1)=N,c1ccc(CN=C(N)C)cc1*|c1ccc2c(c1)C(CC(*)=O)NCCCS2,30.46
CCN(Cc1ccc(C(=N)NC(N)=O)cc1)S(=O)(=O)Nc1cc(NC(=O)c2cc(N=C=S)ccc2Cl)c(N)cc1OC,1,N(C(c1ccc(C[*])cc1)=N)[*],O=S(N(CC)*)(=O)Nc1c(OC)cc(N)c(NC(=O)c2c(Cl)ccc(N=C=S)c2)c1|*C(=O)N,36.88
Cc1ccccc1C(CCCNC(=N)N)c1ccc(-c2cccc(CC(C)CNCC(=O)NN)c2)cc1,1,C(NC(=N)N)CCC([*])[*],c1c(*)ccc(-c2cccc(CC(C)CNCC(=O)NN)c2)c1|c1c(C)c(*)ccc1,30.33
CC(=NC=CN=C(N)NN=C(N)N)c1ccc(C(=O)NC(=N)c2ccc(NC(=O)CCN=C(N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(C(*)=O)ccc(C(=NC=CN=C(NN=C(N)N)N)C)c1|O=C(CCN=C(N)N)*,26.82
COC(=O)c1cccc(NC(=O)NC(=N)c2ccc(CN3CCCN(C(=O)c4c(NCc5cc(N)cc(S(N)(=O)=O)c5)cc(N)c(C(N)=O)c4Cl)CC3)cc2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1N(*)CCN(C(=O)c2c(Cl)c(C(=O)N)c(N)cc2NCc2cc(N)cc(S(=O)(=O)N)c2)CC1|c1c(NC(*)=O)cccc1C(OC)=O,52.12
N=C(N)NCCCC(N)c1ccc(Cl)cc1,1,C(NC(=N)N)CCC([*])[*],N*|Clc1ccc(*)cc1,8.55
CC(N)=NC(C(=O)Nc1ccc(C(=N)NC(N)=O)cc1)c1ccc2oc(N)cc(=O)c2c1,1,[*]NC(c1ccc(N[*])cc1)=N,*C(N)=O|O=C(C(N=C(N)C)c1ccc2oc(N)cc(=O)c2c1)*,37.65
COCCNc1ccccc1S(=O)(=O)NC(=N)c1ccc(COc2c(N)c(C)cc(N)c2C(N)=O)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],Cc1c(N)c(O*)c(C(N)=O)c(N)c1|*S(=O)(=O)c1c(NCCOC)cccc1,30.03
N=C(Nc1ccccc1)c1ccc(NCc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cccc(*)c1|c1ccccc1C*,9.09
COc1ccc(C(CCCNC(=N)N)c2ccc(NC(C)=O)cc2C)cc1,1,C(NC(=N)N)CCC([*])[*],c1c(*)ccc(OC)c1|C(C)(=O)Nc1cc(C)c(*)cc1,22.59
N=C(NC1CCCCC1NC(=N)c1ccc(NC(=O)CCN)cc1)OCc1ccccc1,1,[*]NC(c1ccc(N[*])cc1)=N,O(Cc1ccccc1)C(NC1C(*)CCCC1)=N|NCCC(*)=O,26.36
COc1cc(C(=O)Nc2c(C)cc(NC(=O)OCc3ccccc3OCc3ccccc3)c(C)c2CCc2ccc(C(=N)NC(=O)NCCOS(=O)(=O)O)cc2)c(C)c(C)c1C,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(C)c(C*)c(NC(c2cc(OC)c(C)c(C)c2C)=O)c(C)cc1NC(OCc1c(OCc2ccccc2)cccc1)=O|O=S(OCCNC(*)=O)(O)=O,57.31
CC(CCCNC(=N)N)Cc1ccc(C(N)=NC(C)C)cc1,1,C(NC(=N)N)CCC([*])[*],C*|c1c(C*)ccc(C(N)=NC(C)C)c1,11.65
N=C(NC(=O)N=C(N)N)c1ccc(COc2ccc(C(N)=NC(N)=S)c(N)c2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(O*)ccc(C(N)=NC(N)=S)c(N)c1|C(N=C(N)N)(=O)*,27.37
CC(=O)Nc1ccc(C(=N)NC(=O)C(C=NOC=C(N)CCl)c2ccc(N=Nc3ccccc3C=NNC(N)=NC(N)=NCCCN=C(N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(C(C=NOC=C(CCl)N)C(*)=O)ccc1N=Nc1ccccc1C=NNC(=NC(=NCCCN=C(N)N)N)N|O=C(C)*,40.75
Cc1c(NC(=NCCN)c2ccc(N)c(NCc3ccc(C(=N)NC(=O)Nc4ccccc4CCl)cc3)c2)cnc(N)c1C(=O)NN=C(N)N,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(N)c(N*)cc(C(Nc2cnc(N)c(C(=O)NN=C(N)N)c2C)=NCCN)cc1|*C(Nc1ccccc1CCl)=O,50.53
N=C(NC(N)=O)c1ccc(NC(=O)C(N)C(N)=Nc2ccc(C(N)=NC(N)=NCCN=C(N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,NC(*)=O|C(C(C(=O)*)N)(N)=Nc1ccc(C(=NC(=NCCN=C(N)N)N)N)cc1,29.86
C[n+]1ccc(C(=O)NC(=N)c2ccc(CCC(=O)OCC(=O)N(Cc3ccc(F)cc3Br)c3cccc(CN=S(N)(=O)c4ccccc4)c3)cc2)cc1N,1,N(C(c1ccc(C[*])cc1)=N)[*],Fc1ccc(CN(C(COC(=O)C*)=O)c2cc(CN=S(=O)(N)c3ccccc3)ccc2)c(Br)c1|C(c1cc[n+](C)c(N)c1)(=O)*,53.51
Cc1ccc(C(CCCNC(=N)N)N2CCCC2)cc1,1,C(NC(=N)N)CCC([*])[*],c1c(*)ccc(C)c1|N1(*)CCCC1,13.71
CCNC(=O)Nc1ccc(C(=N)Nc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1ccc(*)cc1|O=C(*)NCC,12.82
Cc1cccc(C)c1S(=O)(=O)NC(=N)c1ccc(CN2C=NC(c3cccc(N)c3)C(NC(=O)NCCN)C2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1(NC(=O)NCCN)CN(*)C=NC1c1cc(N)ccc1|O=S(=O)(*)c1c(C)cccc1C,41.01
N=C(NC(N)=O)c1ccc(CNC(=O)COc2cnc(NC(N)=S)c(N(CC=C3COC4=C(OCc5ccccc5)CCCCCC3=CC(Br)=C4)C(=O)CO)c2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1cccc(COc2c(OCC3=CCN(c4cc(OCC(N*)=O)cnc4NC(=S)N)C(=O)CO)cc(Br)cc3CCCCC2)c1|*C(=O)N,61.35
COc1ccc2cccc(CC(C)CCCNC(=N)N)c2c1,1,C(NC(=N)N)CCC([*])[*],c1(C*)cccc2ccc(OC)cc12|C*,15.85
CS(C)(=O)=NCc1cc(OCc2ccccc2OCc2ccc(C(=N)NC(=O)Nc3ccccc3)cc2)c(N)c(N2CCN(C(N)=O)c3cc(N)ccc3O2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1ccc(O*)c(COc2cc(CN=S(C)(C)=O)cc(N3CCN(C(=O)N)c4cc(N)ccc4O3)c2N)c1|c1cccc(NC(=O)*)c1,51.26
Cc1ccccc1C(CCCNC(=N)N)c1ccccc1C,1,C(NC(=N)N)CCC([*])[*],c1cccc(*)c1C|c1(*)ccccc1C,16.52
CCCC(=O)NC(=N)c1ccc(NC(=O)O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(CC(*)=O)C|O=C(O)*,17.44
N=C(NS(=O)(=O)c1ccccc1S(N)(=O)=O)c1ccc(CN2CCCC(N)C2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1(N)CCCN(*)C1|S(*)(=O)(c1ccccc1S(=O)(=O)N)=O,22.4
CC(C)CCCC(CCCNC(=N)N)Nc1ccc(Cl)cc1Cl,1,C(NC(=N)N)CCC([*])[*],*CCCC(C)C|Clc1c(N*)ccc(Cl)c1,20.24
N#CN=C(N)N=C(N)N=C=NC(CN)CN=C(C=CC(=O)NC(=N)c1ccc(NC=O)cc1)OCc1ccccc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(C(=O)*)=CC(OCc1ccccc1)=NCC(N=C=NC(=NC(=NC#N)N)N)CN|O=C*,37.62
CC(Nc1c(Nc2cccc(CN3CSCC(SCc4ccc(C(=N)NC(N)=O)cc4)C3)c2)c(=O)c1=O)c1ccccc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1SCC(S*)CN1Cc1cccc(Nc2c(=O)c(=O)c2NC(c2ccccc2)C)c1|C(N)(=O)*,46.01
N=C(N)NCCCC(c1ccccc1)c1ccc(Cl)cc1,1,C(NC(=N)N)CCC([*])[*],c1(*)ccccc1|c1c(*)ccc(Cl)c1,8.7
CCC(=O)Nc1ccc(C(=N)NC(=O)C(=CCCCN=C(N)c2ccccc2)NC(CCCCN=C(N)N)C(=O)O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1(C(N)=NCCCC=C(NC(CCCCN=C(N)N)C(O)=O)C(=O)*)ccccc1|C(C)C(=O)*,38.52
Cc1cccc(C(CCCNC(=N)N)Cc2ccc(O)c(CCNS(C)(=O)=O)c2)c1,1,C(NC(=N)N)CCC([*])[*],c1c(C)cc(*)cc1|c1(C*)ccc(O)c(CCNS(C)(=O)=O)c1,19.39
N=C(N)CCCC(=O)NC(=N)c1ccc(NC(=O)C(N)Cc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(CCCC(=N)N)(*)=O|C(C(C(*)=O)N)c1ccccc1,21.47
Cc1cccc(S(=O)(=O)NC(=N)c2ccc(CN(c3cc(N)c(C(N)=O)c(N)n3)c3ccccc3N(CCCl)CCCl)cc2)c1C(=O)Oc1cccc(N)c1C,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(N(c2cc(N)c(C(N)=O)c(N)n2)*)c(N(CCCl)CCCl)cccc1|c1cc(S(=O)(=O)*)c(C(=O)Oc2c(C)c(N)ccc2)c(C)c1,45.83
N=C(N)NCCCC(Cc1ccccc1)Cc1ccccc1,1,C(NC(=N)N)CCC([*])[*],*Cc1ccccc1|c1c(C*)cccc1,10.26
COc1ccc(C(=O)Nc2cccc(Cl)c2C(=N)N)cc1OCc1ccc(C(=N)NC(N)=O)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1cc(NC(c2cc(O*)c(OC)cc2)=O)c(C(N)=N)c(Cl)c1|*C(=O)N,26.57
N=C(N)NCCCC(Cc1ccccc1)c1ccccc1,1,C(NC(=N)N)CCC([*])[*],c1(C*)ccccc1|c1cc(*)ccc1,8.64
N=C(NC(=O)Cc1ccccc1)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cccc(CC(*)=O)c1|C(*)(=O)c1ccccc1,12.35
COCc1cc(CN(C(=O)NNCc2cc(OC)cc(OC3CCNCC3)c2)c2cccc(Oc3ccccc3)c2)cc(Cl)c1OCc1ccc(C(=N)NC(=O)Oc2cc(Br)ccc2OC)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],O(Cc1c(O*)c(Cl)cc(CN(c2cc(Oc3ccccc3)ccc2)C(=O)NNCc2cc(OC3CCNCC3)cc(OC)c2)c1)C|*C(Oc1cc(Br)ccc1OC)=O,65.24
N=C(N)NCCCC(CC(N)=O)Cc1ccc2c(N)ccc(N)c2c1,1,C(NC(=N)N)CCC([*])[*],c1(C*)cc2c(N)ccc(N)c2cc1|*CC(=O)N,21.75
CCC(=O)NC(=N)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(CC)(=O)*|c1cc(C(*)=O)ccc1,14.16
CCCCCc1c(Cn2c(N)c(Cc3ccc(C(=N)NC(=O)OCc4ccccc4)cc3)c(=O)[nH]c2=O)cccc1N=NNC(N)=S,1,N(C(c1ccc(C[*])cc1)=N)[*],c1cc(Cn2c(N)c(*)c(=O)[nH]c2=O)c(CCCCC)c(N=NNC(N)=S)c1|c1ccccc1COC(=O)*,39.94
CC(=O)Nc1ccc(C(CCCNC(=N)N)c2ccccc2)cc1,1,C(NC(=N)N)CCC([*])[*],c1c(*)cccc1|c1c(*)ccc(NC(C)=O)c1,12.83
CC(C)N=C(N)N=C(N)C=CC(=O)NC(=N)c1ccc(NC(=O)C(CCCN=C(N)N)N=S=N)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(*)(C=CC(=NC(=NC(C)C)N)N)=O|N(=C(N)N)CCCC(C(=O)*)N=S=N,33.63
Cc1ccc(Br)cc1OCc1ccc(C(=N)NC(=O)c2cccc(C(=O)NC(N)=O)c2C)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],O(*)c1c(C)ccc(Br)c1|c1ccc(C(NC(=O)N)=O)c(C)c1C(*)=O,37.34
COC(=O)NC(=N)c1ccc(Nc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,COC(*)=O|*c1ccccc1,13.64
N=C(N)NCCCC(NCC1CCCN1CCc1cccc(O)c1)c1ccc2ccccc2c1,1,C(NC(=N)N)CCC([*])[*],c1(*)cc2ccccc2cc1|C(N1CCCC1CN*)Cc1cc(O)ccc1,26.46
CC(N)C(=O)Nc1ccc(C(=N)NC(=O)Cc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cccc(CC(*)=O)c1|O=C(*)C(C)N,15.6
CC(C)(C)OC(=O)Nc1c(N)cccc1N=Nc1ccc(OCCO)cc1Nc1c(OCc2ccc(C(=N)NS(=O)(=O)O)cc2)ccc(N=C(N)c2ccccc2)c1N,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(O*)c(Nc2cc(OCCO)ccc2N=Nc2c(NC(OC(C)(C)C)=O)c(N)ccc2)c(N)c(N=C(N)c2ccccc2)cc1|O=S(O)(*)=O,54.81
COc1ccc(C(N)CCCNC(=N)N)cc1,1,C(NC(=N)N)CCC([*])[*],*N|*c1ccc(OC)cc1,10.21
CC(=O)Nc1ccc(C(=N)NC(=O)CCCCCN)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(*)CCCCCN|C(*)(=O)C,16.84
CCCCc1cccc(O)c1NCc1ccc(C(=N)NC(=O)CSCC(NC(C)=O)C(N)=O)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1cc(O)c(N*)c(CCCC)c1|N(C(C)=O)C(C(N)=O)CSCC(=O)*,36.12
CC(CCCNC(=N)N)Cc1cccc2ccccc12,1,C(NC(=N)N)CCC([*])[*],C*|*Cc1cccc2c1cccc2,13.88
CC(C)(C)OC(=O)NC(CNCCCc1ccc(C(=N)NC(=O)c2ccccc2)cc1)CSCc1cccc(NC(=O)OCc2ccccc2)c(=O)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],O=C(OC(C)(C)C)NC(CNCC*)CSCc1cc(=O)c(NC(=O)OCc2ccccc2)ccc1|c1(C(=O)*)ccccc1,40.34
CC(=O)Nc1ccc(C(=N)Nc2ccc(N=C=S)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1(*)ccc(N=C=S)cc1|CC(=O)*,10.44
N=C(NS(=O)(=O)O)c1ccc(CNc2nc(N)c(CN)c(Nc3ccccc3C(=O)NCCc3ccc(O)cc3)n2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],N(c1c(CN)c(N)nc(N*)n1)c1c(C(NCCc2ccc(O)cc2)=O)cccc1|O=S(=O)(*)O,34.9
Cc1cc(S)c(O)cc1C(CCCNC(=N)N)CC1C(CNCc2cc(O)cc(O)c2)C(N)CN1c1cccc(N)c1,1,C(NC(=N)N)CCC([*])[*],c1c(C)c(*)cc(O)c1S|C1(C*)C(CNCc2cc(O)cc(O)c2)C(N)CN1c1cc(N)ccc1,46.23
N=C(NC(=O)Cc1ccccc1)c1ccc(Nc2ccc3ccccc3c2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cccc(CC(*)=O)c1|c1ccc2ccc(*)cc2c1,15.17
CNCC(NCC(=O)Nc1c(C)cc(S(=O)(=O)N2CCN(C(=O)NCc3c(Cl)ccc(OCc4ccc(C(=N)NC(C)=NOC)cc4)c3N)CC2)c(C)c1C)C(N)=O,1,N(C(c1ccc(C[*])cc1)=N)[*],O=S(N1CCN(C(=O)NCc2c(Cl)ccc(O*)c2N)CC1)(=O)c1c(C)c(C)c(NC(=O)CNC(C(=O)N)CNC)c(C)c1|CON=C(*)C,63.48
C[n+]1ccc(NC(=N)c2ccc(NC(=O)C=CCN=C(N)N[N+](=O)[O-])cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(*)cc[n+](C)c1|O=C(C=CCN=C(N[N+]([O-])=O)N)*,27.81
CNC(N)=NN=C(N)c1ccc(NCc2ccc(C(=N)NS(=O)(=O)c3cc(NC(=O)c4cccc(N)c4C(=O)OC)c(NC(=O)CNCCN)c(C)c3C)cc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],N(*)c1ccc(C(=NN=C(N)NC)N)cc1|O=S(*)(c1c(C)c(C)c(NC(CNCCN)=O)c(NC(c2c(C(OC)=O)c(N)ccc2)=O)c1)=O,54.88
CC(C)CCc1ccc(O)c(C(CCCNC(=N)N)Cc2cccc(C(=NC(C)C)NC(CCCCN)C(=O)O)c2)c1,1,C(NC(=N)N)CCC([*])[*],c1(CCC(C)C)cc(*)c(O)cc1|c1(C*)cc(C(=NC(C)C)NC(CCCCN)C(O)=O)ccc1,30.35
N=C(NC(=O)C=CC(=O)O)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(O)C=CC(=O)*|C(=O)*,12.34
CCN(CC)c1cc(O)c(CN=CN)c(CCNCc2ccc(C(=N)NS(=O)(=O)c3ccccc3)cc2)c1Br,1,N(C(c1ccc(C[*])cc1)=N)[*],C(N*)Cc1c(Br)c(N(CC)CC)cc(O)c1CN=CN|O=S(*)(c1ccccc1)=O,40.3
C=CCOC(=O)NC(=N)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O(CC=C)C(=O)*|C(=O)*,10.73
N=C(NC(=O)OCc1ccccc1)c1ccc(CNc2cc(NC(=O)Nc3c(Cl)ccc(Cl)c3Cl)nc(N)n2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],n1c(N*)cc(NC(=O)Nc2c(Cl)c(Cl)ccc2Cl)nc1N|O=C(OCc1ccccc1)*,29.4
COc1cc(CC(CCCNC(=N)N)Cc2cc(O)cc(O)c2)cc(OC)c1O,1,C(NC(=N)N)CCC([*])[*],c1(C*)cc(O)cc(O)c1|COc1cc(C*)cc(OC)c1O,19.46
C=CCN(CC=C)CC=CC(=O)NC(=N)c1ccc(NC(=O)OCCCl)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,*C(=O)C=CCN(CC=C)CC=C|C(OC(*)=O)CCl,23.69
CNC(=N)c1ccc(NC(=O)Cc2nc(-c3ccc(N=NC(C)(C)C)cc3)oc2SCCCC(N)=NC(=O)C2CCCCC2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C*|C(C(=O)*)c1nc(-c2ccc(N=NC(C)(C)C)cc2)oc1SCCCC(=NC(C1CCCCC1)=O)N,53.65
CC(=O)NC(=N)c1ccc(COc2nc(C)c(Cl)cc2C(N)=O)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(C)nc(O*)c(C(=O)N)cc1Cl|*C(=O)C,27.6
CCOC(=O)C(=O)NC(=N)c1ccc(NC(=O)NC(Cc2ccccc2)C(=O)O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,CCOC(=O)C(=O)*|c1ccccc1CC(C(=O)O)NC(=O)*,25.73
CNCC(=O)Nc1cc(CCCl)c(Br)c(OC(=O)NCCN=C2CCNCCN2c2ccc(N)c(OCc3ccc(C(=N)NC(N)=O)cc3)c2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1CN(c2ccc(N)c(O*)c2)C(=NCCNC(Oc2cc(NC(=O)CNC)cc(CCCl)c2Br)=O)CCN1|NC(=O)*,63.02
CC(C)c1ccc(CC(N)CCCNC(=N)N)cc1,1,C(NC(=N)N)CCC([*])[*],C(*)c1ccc(C(C)C)cc1|N*,13.86
CC(=O)Nc1ccc(C(=N)NC(=O)C=Cc2ccc([N+](=O)[O-])cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,[O-][N+](=O)c1ccc(C=CC(=O)*)cc1|CC(=O)*,16.78
N=C(N)NCCCC(N)Cc1ccccc1,1,C(NC(=N)N)CCC([*])[*],*Cc1ccccc1|*N,7.63
N=C(NC(=O)CCCC(=O)N=C(N)N)c1ccc(NC(=O)C(=O)OCC=Cc2ccc(NCCCl)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(CC(*)=O)CC(N=C(N)N)=O|O=C(C(=O)*)OCC=Cc1ccc(NCCCl)cc1,34.61
COc1cccc(S(=O)(=O)NC(=N)c2ccc(CN)cc2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],*N|c1(OC)cccc(S(*)(=O)=O)c1,13.51
CCC(=O)Nc1ccc(C(=N)NC(=O)C(CO)N=C(N)c2ccc(CCCN=C(N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(*)(C(CO)N=C(c1ccc(CCCN=C(N)N)cc1)N)=O|CCC(*)=O,29.56
CN(Cc1ccc(C(=N)NC(=O)O)cc1)Cc1c(N)cc(N=Nc2ccc(CCCN)c(N=C(N)c3cc(O)c(O)cc3N)c2)cc1C(=O)O,1,N(C(c1ccc(C[*])cc1)=N)[*],CN(*)Cc1c(C(O)=O)cc(N=Nc2cc(N=C(N)c3cc(O)c(O)cc3N)c(CCCN)cc2)cc1N|O=C(O)*,53.87
N=C(N)NCCCC(N)c1ccc(CC(NCCCCN)C(=O)NC(Cc2ccc(O)cc2)C(N)=O)cc1,1,C(NC(=N)N)CCC([*])[*],c1(*)ccc(CC(C(NC(Cc2ccc(O)cc2)C(=O)N)=O)NCCCCN)cc1|N*,22.71
N=C(Nc1ccccc1)c1ccc(Nc2cccc3ccccc23)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(*)cccc1|c1c(*)c2ccccc2cc1,15.15
Cc1cc(N=C(N)N)ccc1S(=O)(=O)NC(=N)c1ccc(CN)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],N*|c1(N=C(N)N)ccc(S(=O)(*)=O)c(C)c1,17.17
CC(C=CC=C=C1C=C(C(=O)O)C=C[N+]1(C)C)=CC(=O)NC(=N)c1ccc(NC(=O)c2ccccn2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(*)C=C(C=CC=C=C1C=C(C(=O)O)C=C[N+]1(C)C)C|*C(=O)c1ncccc1,39.82
N=C(NS(=O)(=O)c1ccccc1)c1ccc(CNS(=O)(=O)c2cnccc2N)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],n1ccc(N)c(S(N*)(=O)=O)c1|c1ccc(S(=O)(=O)*)cc1,22.6
CNC(CCCNC(=N)N)c1cc(C)ccc1O,1,C(NC(=N)N)CCC([*])[*],c1c(C)cc(*)c(O)c1|N(C)*,15.33
N=C(NC(=O)C=Cc1ccc(N=C=NCCN)cc1)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1(C=CC(*)=O)ccc(N=C=NCCN)cc1|O=C*,16.94
CN(C)CCNc1c(NCc2ccccc2)cc(NC(=O)Nc2cccc(N)c2CCCl)cc1N1CCCC(Nc2cccc(OCc3ccc(C(=N)NC=O)cc3)c2)NC1=O,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(N2C(=O)NC(Nc3cccc(O*)c3)CCC2)c(NCCN(C)C)c(NCc2ccccc2)cc(NC(Nc2cccc(N)c2CCCl)=O)c1|O=C*,61.51
N=C(NC=O)c1ccc(NC(=O)CCCC(=O)O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|O=C(CCCC(=O)*)O,12.5
COc1cccc(CNCc2ccc(C(=N)NS(=O)(=O)c3cccc(N)c3)cc2)c1OC,1,N(C(c1ccc(C[*])cc1)=N)[*],c1c(CN*)c(OC)c(OC)cc1|O=S(*)(=O)c1cc(N)ccc1,19.97
N=C(N)NCCCC(NCc1ccc(Cl)c(Cl)c1)c1ccc(CC(=O)NCCCN=C(N)N)cc1,1,C(NC(=N)N)CCC([*])[*],N(*)Cc1cc(Cl)c(Cl)cc1|c1(*)ccc(CC(NCCCN=C(N)N)=O)cc1,22.24
CC(=NN=Cc1ccc(N=C(N)N)cc1)C(=O)NC(=N)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,CC(C(*)=O)=NN=Cc1ccc(N=C(N)N)cc1|*C(=O)c1ccccc1,22.62
Cc1ccccc1CNC1CC(C(=O)O)CN(Cc2ccc(C(=N)NN)cc2)C1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1C(C(O)=O)CN(*)CC1NCc1c(C)cccc1|*N,26.53
CC(=O)Nc1ccc(C(=N)NCC(=O)O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,OC(=O)C*|CC(=O)*,12.23
CC(=O)Nc1ccc(C(=N)NC(=O)CC2NC(=O)C(Cc3ccccc3)NC2=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1ccccc1CC1C(=O)NC(CC(=O)*)C(=O)N1|*C(C)=O,18.66
COC(=O)NC(=N)c1ccc(CNCCC2CCCCN2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1(CCN*)NCCCC1|O(C)C(*)=O,24.16
CC(C)=CCCC(C)=CCc1ccccc1OC(=O)C=CC=CC(=O)Nc1ccc(C(=N)NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|C(=CC(*)=O)C=CC(Oc1c(CC=C(CCC=C(C)C)C)cccc1)=O,28.59
N=C(NC(N)=O)c1ccc(CN)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],N*|*C(=O)N,7.33
